Drug_A,Drug_B,Side_Effect,Severity_Score,Severity
Isosorbide,Etodolac,Anaemia,5.0,Major
Ipratropium,Aprotinin,Atrial fibrillation,3.33333,Moderate
Oxycodone,gefitinib,Anaemia,2.0,Moderate
duloxetine,Butorphanol,Chest pain,3.33333,Moderate
Chlorthalidone,Ketorolac,Dizziness,3.33333,Moderate
interferon beta-1b,Escitalopram,Anaemia,4.54545,Moderate
fluticasone,cefepime,Anaemia,2.5,Moderate
Amlodipine,basiliximab,Anaemia,6.66667,Major
duloxetine,nebivolol,Anaemia,0.740741,Minor
clorazepate,Vancomycin,Anaemia,5.0,Major
montelukast,Azacitidine,Pancytopenia,10.0,Major
erlotinib,Minocycline,Anaemia,6.66667,Major
Methylprednisolone,Penicillamine,Dizziness,3.33333,Moderate
tocilizumab,Pravastatin,Anaemia,2.0,Moderate
placebo,Ketoconazole,Anaemia,3.33333,Moderate
Furosemide,Trihexyphenidyl,Anaemia,1.0,Minor
Melatonin,gabapentin,Iron deficiency anaemia,5.0,Major
Procyclidine,Aluminum Hydroxide,Dyspnoea,2.5,Moderate
Magnesium,Amiloride,Anaemia,3.33333,Moderate
Ketoprofen,tiotropium,Anaemia,5.0,Major
Vitamin B 12,Biotin,Anaemia,3.5,Moderate
Bisoprolol,metaxalone,Coagulopathy,10.0,Major
abacavir,Sulfamethoxazole,Iron deficiency anaemia,1.66667,Minor
olanzapine,tetrazepam,Tachycardia,10.0,Major
Triazolam,Bumetanide,Dyspnoea,1.66667,Minor
varenicline,Naproxen,Anaemia,0.789474,Minor
Metoprolol,Saw palmetto extract,Anaemia,2.5,Moderate
meropenem,Insulin Glargine,Anaemia,6.0,Major
prednisolone,Fenoterol,Anaemia,1.25,Minor
tadalafil,Propranolol,Dyspnoea,1.25,Minor
Buprenorphine,pimobendan,Anaemia,15.0,Major
telaprevir,peginterferon alfa-2b,Iron deficiency anaemia,1.17647,Minor
Caffeine,Nicotine,Pancytopenia,0.833333,Minor
Betamethasone,Doxazosin,Anaemia,2.5,Moderate
lansoprazole,exenatide,Anaemia,1.50943,Minor
nabumetone,Pravastatin,Anaemia,1.25,Minor
Morphine,Codeine,Iron deficiency anaemia,0.833333,Minor
natalizumab,Sodium Chloride,Multiple myeloma,10.0,Major
"Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 strain","Influenza B virus vaccine, B-Massachusetts-2-2012-like virus",Anaemia,0.625,Minor
Calcium Citrate,Leucovorin,Anaemia,3.33333,Moderate
Menthol,Naproxen,Dizziness,1.81818,Minor
Melphalan,gemcitabine,Anaemia,1.25,Minor
Triamterene,Calcium Citrate,Sinus bradycardia,10.0,Major
quetiapine,Chlorprothixene,Anaemia,1.25,Minor
Colestipol,adalimumab,Anaemia,0.909091,Minor
Procarbazine,Lorazepam,Anaemia,10.0,Major
Ipratropium,Pentazocine,Chest pain,3.33333,Moderate
urapidil,tiotropium,Anaemia,5.0,Major
Zidovudine,Cidofovir,Anaemia,5.0,Major
Cortisone,Diphenhydramine,Anaemia,4.54545,Moderate
Promethazine,tigecycline,Cardiac failure congestive,20.0,Major
Warfarin,Oxytetracycline,Anaemia,3.33333,Moderate
Carbamazepine,Atenolol,Anaemia,1.32075,Minor
Fluoxetine,Atovaquone,Dyspnoea,1.42857,Minor
Buprenorphine,Gentamicin,Anaemia,2.85714,Moderate
Calcium Chloride,Doxercalciferol,Anaemia,1.42857,Minor
prednisolone,dexbrompheniramine,Thrombocytopenia,10.0,Major
Phenytoin,Alprostadil,Chest pain,2.5,Moderate
Sumatriptan,Carbamazepine,Anaemia,1.11111,Minor
duloxetine,Meclizine,Anaemia,1.15385,Minor
Sucralfate,Furosemide,Iron deficiency anaemia,1.66667,Minor
Daunorubicin,Vincristine,Anaemia,1.85606,Minor
olmesartan,Ritonavir,Anaemia,13.3333,Major
"Regular Insulin, Human",Ethambutol,Dyspnoea,5.0,Major
ropivacaine,Droperidol,Anaemia,1.11111,Minor
Ibuprofen,Peppermint oil,Anaemia,3.33333,Moderate
ezetimibe,rasagiline,Anaemia,3.33333,Moderate
Sumatriptan,Misoprostol,Anaemia,5.0,Major
Esomeprazole,Flunitrazepam,Anaemia,2.5,Moderate
Famotidine,crizotinib,Anaemia,3.33333,Moderate
fluindione,Sotalol,Anaemia,3.07692,Moderate
Hydrochlorothiazide,Sodium Oxybate,Anaemia,1.78571,Minor
Calcium Carbonate,Chlorpromazine,Anaemia,3.33333,Moderate
Dipyridamole,Bezafibrate,Dizziness,2.5,Moderate
tizanidine,placebo,Dizziness,5.0,Major
Levetiracetam,natalizumab,Anaemia,0.625,Minor
carvedilol,belatacept,Anaemia,3.33333,Moderate
Acetaminophen,calcium acetate,Iron deficiency anaemia,3.33333,Moderate
Lamivudine,Gentamicin,Anaemia,10.0,Major
Sulfasalazine,pantoprazole,Anaemia,3.77778,Moderate
Teicoplanin,carbazochrome,Anaemia,3.33333,Moderate
Levodopa,Selegiline,Iron deficiency anaemia,10.0,Major
Norepinephrine,Nystatin,Anaemia,35.0,Major
Midazolam,heparin,Iron deficiency anaemia,1.66667,Minor
Ambroxol,Povidone-Iodine,Ascites,10.0,Major
rosuvastatin,Escitalopram,Anaemia,1.47059,Minor
Penicillin V,Amiodarone,Anaemia,10.0,Major
Hydroxyzine,peginterferon alfa-2b,Iron deficiency anaemia,5.0,Major
Aspirin,Mifepristone,Dizziness,2.0,Moderate
ezetimibe,"synthetic conjugated estrogens, A",Dyspnoea,2.5,Moderate
Lisdexamfetamine,Ondansetron,Dyspnoea,1.42857,Minor
Triamterene,Albuterol,Anaemia,2.63158,Moderate
Ethinyl Estradiol,Melatonin,Anaemia,3.33333,Moderate
Acetaminophen,repaglinide,Iron deficiency anaemia,3.33333,Moderate
Ibuprofen,Lithium,Anaemia,1.33333,Minor
Glutamine,pregabalin,Anaemia,5.0,Major
quetiapine,zonisamide,Thrombocytopenia,0.588235,Minor
Raloxifene,pregabalin,Anaemia,1.42857,Minor
atorvastatin,Phenytoin,Anaemia,1.66667,Minor
Trimethoprim,Atovaquone,Anaemia,5.0,Major
Aspirin,Quinine,Iron deficiency anaemia,12.0,Major
pazopanib,formoterol,Anaemia,3.33333,Moderate
Caspofungin,micafungin,Non-Hodgkin's lymphoma,10.0,Major
Zidovudine,Dapsone,Anaemia,16.6667,Major
valacyclovir,Biotin,Dizziness,2.5,Moderate
ezetimibe,Pramipexole,Anaemia,1.42857,Minor
emtricitabine,Ifosfamide,Neutropenia,10.0,Major
Tobramycin,Sulfamethoxazole,Anaemia,1.25,Minor
Ranitidine,dexchlorpheniramine,Anaemia,2.54237,Moderate
Riboflavin,Dexamethasone,Tachycardia,10.0,Major
Magnesium Chloride,Isosorbide,Anaemia,1.66667,Minor
Omeprazole,Benzydamine,Anaemia,0.909091,Minor
salmeterol,Ibuprofen,Iron deficiency anaemia,1.42857,Minor
Losartan,Promethazine,Iron deficiency anaemia,10.0,Major
Metformin,drospirenone,Jaundice,1.25,Minor
Buspirone,Isosorbide,Anaemia,5.0,Major
cefpodoxime,Clonazepam,Anaemia,3.33333,Moderate
sipuleucel-T,Digoxin,Anaemia,13.3333,Major
Thioridazine,Diazepam,Anaemia,1.66667,Minor
Atropine,Methylprednisolone,Anaemia,4.61538,Moderate
pegaspargase,Acyclovir,Anaemia,3.33333,Moderate
pantoprazole,Paraffin,Anaemia,10.0,Major
Lipase,Ranitidine,Anaemia,1.0,Minor
Thioridazine,Clozapine,Eosinophilia,10.0,Major
Aspirin,Perflutren,Tachycardia,0.909091,Minor
Tetrabenazine,Cetirizine,Syncope,2.0,Moderate
Oil of garlic,Methylprednisolone,Anaemia,5.0,Major
Ranitidine,Dipyrone,Anaemia,2.0,Moderate
Diclofenac,modafinil,Anaemia,1.42857,Minor
Bifidobacterium Infantis,pregabalin,Dyspnoea,1.42857,Minor
Phenobarbital,Escitalopram,Anaemia,1.25,Minor
Carisoprodol,rosuvastatin,Anaemia,1.92308,Minor
fexofenadine,entecavir,Dyspnoea,1.42857,Minor
ezetimibe,Finasteride,Anaemia,0.967742,Minor
Diazepam,Cisplatin,Anaemia,2.22222,Moderate
thyroid (USP),Sodium Oxybate,Anaemia,1.66667,Minor
alemtuzumab,Rabbit anti-human T-lymphocyte globulin,Pancytopenia,30.0,Major
armodafinil,Citalopram,Thrombocytopenia,1.25,Minor
Glucosamine,sitagliptin,Anaemia,2.22222,Moderate
telaprevir,crotamiton,Anaemia,10.0,Major
Metformin,Phenprocoumon,Anaemia,0.689655,Minor
lamotrigine,Ciprofloxacin,Anaemia,3.07692,Moderate
Propofol,leflunomide,Non-Hodgkin's lymphoma,10.0,Major
Amlodipine,pazopanib,Anaemia,1.70732,Minor
Bifidobacterium lactis,Azathioprine,Anaemia,3.33333,Moderate
topiramate,Loperamide,Anaemia,1.25,Minor
Atropine,Dobutamine,Anaemia,1.66667,Minor
Perindopril,Felodipine,Anaemia,1.66667,Minor
brimonidine,Hydroxyzine,Anaemia,3.33333,Moderate
Glucose,cinacalcet,Anaemia,0.833333,Minor
gatifloxacin,ranibizumab,Anaemia,1.0,Minor
Tacrolimus,Indomethacin,Lymphadenopathy,10.0,Major
Calcium Carbonate,dalfampridine,Thrombocytopenia,1.42857,Minor
lamotrigine,Magnesium Oxide,Anaemia,2.5,Moderate
Lithium,Alprazolam,Anaemia,0.833333,Minor
Amiloride,Ergocalciferol,Anaemia,10.0,Major
"cinnamon oil, leaf",Isosorbide,Syncope,3.33333,Moderate
Trimethoprim,sargramostim,Bone marrow failure,10.0,Major
levothyroxine,denosumab,Anaemia,1.37097,Minor
rosuvastatin,ziprasidone,Anaemia,1.25,Minor
Lactobacillus acidophilus,leflunomide,Anaemia,3.33333,Moderate
Perindopril,Aluminum Hydroxide,Anaemia,1.42857,Minor
Propionate,Dexamethasone,Dizziness,3.33333,Moderate
Clavulanate,Minocycline,Anaemia,10.0,Major
"Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 strain",adalimumab,Dizziness,1.11111,Minor
Doxycycline,voriconazole,Anaemia,3.33333,Moderate
Esomeprazole,norgestimate,Dizziness,4.28571,Moderate
Eszopiclone,vilazodone,Chest pain,1.66667,Minor
Ranitidine,rofecoxib,Iron deficiency anaemia,14.0,Major
atorvastatin,Leucovorin,Tremor,0.566038,Minor
Carbidopa,Escitalopram,Anaemia,1.66667,Minor
Bupropion,atomoxetine,Anaemia,0.181818,Minor
olanzapine,Flunitrazepam,Anaemia,1.2,Minor
arsenic trioxide,hydroxyurea,Dyspnoea,2.0,Moderate
Ticagrelor,Teriparatide,Anaemia,5.0,Major
Topotecan,crizotinib,Anaemia,3.33333,Moderate
Valproate,Lomustine,Jaundice,30.0,Major
Folic Acid,oxcarbazepine,Anaemia,1.72414,Minor
montelukast,Theophylline,Anaemia,1.13636,Minor
Desipramine,levothyroxine,Anaemia,2.85714,Moderate
Calcitriol,Trospium,Myocardial infarction,30.0,Major
coenzyme Q10,Raloxifene,Haemorrhagic anaemia,10.0,Major
Buspirone,Dextroamphetamine,Anaemia,1.42857,Minor
oxcarbazepine,Escitalopram,Anaemia,0.666667,Minor
Sumatriptan,Amitriptyline,Anaemia,0.617284,Minor
Esomeprazole,Somatropin,Cardiac arrest,1.66667,Minor
Bifidobacterium bifidum,Alfacalcidol,Anaemia,5.0,Major
thyroid (USP),lenalidomide,Anaemia,4.28571,Moderate
zolpidem,Levofloxacin,Iron deficiency anaemia,1.11111,Minor
lithium sulfate,Mirtazapine,Diarrhoea,1.42857,Minor
pregabalin,Glatiramer,Anaemia,0.714286,Minor
dabigatran etexilate,Chlordiazepoxide,Anaemia,6.66667,Major
Tramadol,milnacipran,Anaemia,0.833333,Minor
mesalamine,Verapamil,Anaemia,4.44444,Moderate
darunavir,Caspofungin,Anaemia,30.0,Major
Clindamycin,Mesna,Anaemia,6.66667,Major
POLYETHYLENE GLYCOL 3350,Benzydamine,Diarrhoea,1.66667,Minor
Dimenhydrinate,tiotropium,Anaemia,3.33333,Moderate
Tacrolimus,Pimecrolimus,Anaemia,1.11111,Minor
"Albumin Human, USP",Ondansetron,Anaemia,13.3333,Major
brotizolam,cloxazolam,Dizziness,7.14286,Major
thyroid (USP),Dextroamphetamine,Anaemia,3.33333,Moderate
Ibuprofen,Ergocalciferol,Anaemia,2.91667,Moderate
valacyclovir,Omega-3 Acid Ethyl Esters (USP),Anaemia,3.33333,Moderate
Antithrombin III,Sodium Bicarbonate,Leukaemia,10.0,Major
colesevelam,tiotropium,Anaemia,3.33333,Moderate
Sulfasalazine,Clarithromycin,Anaemia,1.42857,Minor
Betamethasone,Magnesium Sulfate,Anaemia,1.42857,Minor
pantoprazole,Clozapine,Anaemia,1.75439,Minor
levothyroxine,axitinib,Anaemia,1.42857,Minor
Cyproheptadine,levothyroxine,Anaemia,2.5,Moderate
Fluphenazine,celecoxib,Dyspnoea,6.66667,Major
Hydrochlorothiazide,Clarithromycin,Anaemia,5.0,Major
Promethazine,Fluconazole,Iron deficiency anaemia,25.0,Major
carvedilol,bicalutamide,Anaemia,3.75,Moderate
imidapril,Leuprolide,Anaemia,15.0,Major
voriconazole,Diltiazem,Anaemia,2.5,Moderate
Tranexamic Acid,bepotastine,Dyspnoea,2.5,Moderate
Colchicine,torsemide,Anaemia,4.16667,Moderate
Finasteride,sunitinib,Anaemia,1.42857,Minor
Lactobacillus,Morphine,Drug rash with eosinophilia and systemic symptoms,10.0,Major
olmesartan,Eszopiclone,Anaemia,1.81818,Minor
montelukast,Somatropin,Anaemia,0.833333,Minor
Magnesium Hydroxide,Methylprednisolone,Anaemia,11.0,Major
Miconazole,Alfacalcidol,Anaemia,5.0,Major
Vitamin B Complex,sildenafil,Anaemia,20.0,Major
Testosterone,Loperamide,Anaemia,6.25,Major
Vitamin A,Clozapine,Pancytopenia,5.0,Major
Sulfamethoxazole,zonisamide,Anaemia,15.7143,Major
Vitamin A,Amoxicillin,Anaemia,10.0,Major
venlafaxine,fulvestrant,Anaemia,30.0,Major
paliperidone,meloxicam,Dizziness,5.0,Major
vitamin D3,Nitroglycerin,Anaemia,7.5,Major
nebivolol,Lorazepam,Anaemia,1.92308,Minor
fluticasone,celecoxib,Iron deficiency anaemia,7.5,Major
Levetiracetam,Ethambutol,Anaemia,3.33333,Moderate
Nitrofurantoin,Calcium,Anaemia,3.63636,Moderate
Losartan,Ketoprofen,Anaemia,3.33333,Moderate
Desvenlafaxine,Alprazolam,Anaemia,0.79646,Minor
Sertraline,zonisamide,Anaemia,2.0,Moderate
Ethinyl Estradiol,Ciprofloxacin,Anaemia,0.725806,Minor
Minocycline,Loratadine,Iron deficiency anaemia,10.0,Major
Vitamin E,pegfilgrastim,Anaemia,20.0,Major
Naproxen,Sotalol,Anaemia,12.5,Major
fexofenadine,levocetirizine,Anaemia,3.33333,Moderate
gadodiamide,Promethazine,Atrial fibrillation,5.0,Major
pramoxine,Metformin,Anaemia,3.33333,Moderate
Vancomycin,desloratadine,Anaemia,15.0,Major
"Estrogens, Conjugated (USP)",Labetalol,Anaemia,5.0,Major
risedronic acid,rosuvastatin,Nausea,1.25,Minor
Clindamycin,gefitinib,Dyspnoea,1.66667,Minor
donepezil,Vitamin E,Anaemia,2.5,Moderate
Aspirin,Escitalopram,Iron deficiency anaemia,4.73684,Moderate
Canrenoate,Metolazone,Anaemia,10.0,Major
posaconazole,Amphotericin B,Anaemia,1.0,Minor
Cetirizine,Aluminum Hydroxide,Anaemia,1.42857,Minor
Piperacillin,lormetazepam,Leukaemia recurrent,20.0,Major
Alfentanil,Lorazepam,Jaundice,3.33333,Moderate
Phentermine,Promethazine,Anaemia,3.75,Moderate
Tacrolimus,ebastine,Dyspnoea,1.11111,Minor
Naloxone,Vincristine,Anaemia,6.66667,Major
glimepiride,golimumab,Myocardial infarction,5.0,Major
Hydrocodone,frovatriptan,Anaemia,3.33333,Moderate
moxonidine,Vitamin D,Anaemia,6.66667,Major
atorvastatin,Memantine,Anaemia,1.47541,Minor
Cefazolin,Sufentanil,Anaemia,1.66667,Minor
butylscopolamine,loxoprofen,Anaemia,10.0,Major
tocilizumab,celecoxib,Iron deficiency anaemia,20.0,Major
darunavir,Ketoconazole,Diarrhoea,1.25,Minor
Esomeprazole,reboxetine,Dizziness,3.33333,Moderate
tofacitinib,Methotrexate,Anaemia,1.15942,Minor
celecoxib,atomoxetine,Anaemia,3.33333,Moderate
Nitrofurantoin,Levalbuterol,Anaemia,10.0,Major
Risperidone,Verapamil,Anaemia,5.0,Major
Metoprolol,sunitinib,Anaemia,3.83721,Moderate
Magnesium Hydroxide,Thiamine,Anaemia,25.0,Major
Epoetin Alfa,Gadopentetate Dimeglumine,Anaemia,0.3125,Minor
Diosmin,Naproxen,Anaemia,5.0,Major
cetuximab,Levalbuterol,Anaemia,3.33333,Moderate
tapentadol,lenalidomide,Anaemia,3.33333,Moderate
Ascorbic Acid,colesevelam,Anaemia,2.5,Moderate
duloxetine,dimethyl fumarate,Anaemia,0.555556,Minor
lamotrigine,Nifedipine,Anaemia,2.85714,Moderate
dexpanthenol,Domperidone,Anaemia,3.33333,Moderate
salmeterol,aclidinium,Ecchymosis,10.0,Major
valsartan,"insulin, isophane",Anaemia,2.15686,Moderate
Nitrofurantoin,Methotrexate,Anaemia,1.25,Minor
Perindopril,Ranitidine,Anaemia,1.85185,Minor
pegfilgrastim,Cyclophosphamide,Iron deficiency anaemia,1.05263,Minor
Enalapril,Omega-3 Acid Ethyl Esters (USP),Anaemia,5.71429,Major
apixaban,Diltiazem,Anaemia,2.30769,Moderate
Biotin,Naproxen,Anaemia,12.8571,Major
icatibant,Danazol,Dizziness,2.5,Moderate
valsartan,magnesium trisilicate,Nausea,1.42857,Minor
Estradiol,liothyronine,Anaemia,1.0,Minor
Pyridoxal,palonosetron,Anaemia,10.0,Major
Aspirin,Oxymetazoline,Anaemia,4.44444,Moderate
anastrozole,Methyldopa,Anaemia,5.0,Major
glimepiride,Clozapine,Anaemia,5.0,Major
Clozapine,levothyroxine,Iron deficiency anaemia,2.5,Moderate
Norepinephrine,Lisinopril,Anaemia,7.5,Major
Haloperidol,Domperidone,Anaemia,1.81818,Minor
Phenytoin,Oxymorphone,Dyspnoea,3.33333,Moderate
Roflumilast,zolpidem,Anaemia,3.33333,Moderate
Prednisone,alteplase,Anaemia,20.0,Major
Imipramine,Isotretinoin,Anaemia,5.0,Major
abciximab,Digoxin,Anaemia,10.0,Major
tapentadol,natalizumab,Dizziness,3.33333,Moderate
Spironolactone,nabumetone,Anaemia,7.5,Major
Metformin,pazopanib,Anaemia,1.66667,Minor
Losartan,Clarithromycin,Anaemia,11.1111,Major
bevacizumab,fondaparinux,Abdominal pain upper,3.33333,Moderate
Codeine,mebeverine,Anaemia,2.0,Moderate
Lactulose,Quinine,Anaemia,1.25,Minor
Amlodipine,pregabalin,Iron deficiency anaemia,4.11765,Moderate
Albuterol,lercanidipine,Anaemia,1.0,Minor
Albuterol,levocetirizine,Anaemia,1.33333,Minor
"Albumin Human, USP",Cyclophosphamide,Anaemia,2.5,Moderate
Aspirin,golimumab,Anaemia,0.714286,Minor
Cyclosporine,Carbamazepine,Anaemia,3.75,Moderate
salmeterol,Escitalopram,Iron deficiency anaemia,2.5,Moderate
Ketoprofen,Nicotine,Nausea,1.25,Minor
Diphenhydramine,moxifloxacin,Anaemia,14.5455,Major
methylnaltrexone,pregabalin,Anaemia,3.33333,Moderate
geranylgeranylacetone,sitagliptin,Anaemia,3.33333,Moderate
Piperacillin,Iopamidol,Anaemia,3.33333,Moderate
butalbital,dimethyl fumarate,Dyspnoea,1.11111,Minor
Albuterol,halobetasol,Dyspnoea,1.66667,Minor
Calcium Carbonate,prednisolone,Iron deficiency anaemia,1.25,Minor
Prazepam,acamprosate,Atrial fibrillation,5.0,Major
Metoclopramide,Gadopentetate Dimeglumine,Coagulopathy,10.0,Major
salmeterol,Ambroxol,Jaundice,10.0,Major
ustekinumab,Bisoprolol,Anaemia,3.33333,Moderate
Oxazepam,Sodium Oxybate,Anaemia,5.0,Major
anastrozole,Interferon beta-1a,Anaemia,1.66667,Minor
Vitamin B 12,boceprevir,Anaemia,11.25,Major
Clonazepam,denosumab,Anaemia,1.42857,Minor
lopinavir,Amitriptyline,Neutropenia,20.0,Major
Glycerin,Lorazepam,Anaemia,13.3333,Major
Phenprocoumon,Clarithromycin,Anaemia,3.33333,Moderate
imatinib,zolpidem,Anaemia,18.8889,Major
Choline,Oxycodone,Anaemia,10.0,Major
Levodopa,Buprenorphine,Anaemia,5.55556,Major
Nitroglycerin,Protamine Sulfate (USP),Anaemia,0.243902,Minor
Risperidone,cabergoline,Anaemia,5.0,Major
geranylgeranylacetone,Metoclopramide,Anaemia,7.77778,Major
Aprotinin,lansoprazole,Anaemia,1.25,Minor
Dextromethorphan,tulobuterol,Anaemia,2.5,Moderate
Methadone,Naltrexone,Tachycardia,50.0,Major
apixaban,Flecainide,Anaemia,2.5,Moderate
olanzapine,meloxicam,Anaemia,7.14286,Major
quetiapine,lamotrigine,Iron deficiency anaemia,1.48148,Minor
atorvastatin,Daunorubicin,Anaemia,1.0,Minor
Metformin,teriflunomide,Increased tendency to bruise,10.0,Major
Clonidine,celecoxib,Pyrexia,1.36364,Minor
Corticotropin,Ibuprofen,Pancytopenia,10.0,Major
Dexamethasone,Methotrexate,Iron deficiency anaemia,0.666667,Minor
pioglitazone,lercanidipine,Anaemia,6.66667,Major
vitamin D3,dronedarone,Anaemia,15.0,Major
Morphine,Atracurium,Coagulopathy,2.5,Moderate
Hydrocortisone,Atazanavir,Dyspnoea,1.66667,Minor
Gemtuzumab ozogamicin,Daunorubicin,Anaemia,1.62791,Minor
Esomeprazole,Pravastatin,Iron deficiency anaemia,3.75,Moderate
Perindopril,Cefazolin,Anaemia,3.33333,Moderate
Morphine,atorvastatin,Iron deficiency anaemia,1.42857,Minor
Interferon beta-1a,Hydroxyzine,Anaemia,1.66667,Minor
Metronidazole,Eszopiclone,Anaemia,20.0,Major
Bendroflumethiazide,irbesartan,Anaemia,0.47619,Minor
voriconazole,montelukast,Anaemia,3.33333,Moderate
tizanidine,bismuth subsalicylate,Nausea,1.42857,Minor
Levetiracetam,Fluoxetine,Anaemia,0.714286,Minor
buflomedil,urapidil,Anaemia,3.33333,Moderate
quetiapine,Prazosin,Anaemia,1.42857,Minor
Teriparatide,anastrozole,Anaemia,3.125,Moderate
Guaifenesin,dronabinol,Anaemia,20.0,Major
abatacept,Digoxin,Tachycardia,10.0,Major
Amlodipine,dimethyl fumarate,Anaemia,0.357143,Minor
Warfarin,Clindamycin,Anaemia,6.75,Major
Acetaminophen,Caffeine,Iron deficiency anaemia,1.42857,Minor
Aluminum Hydroxide,Mianserin,Pancytopenia,10.0,Major
Propranolol,Ethanol,Anaemia,0.833333,Minor
Phenazopyridine,Doxepin,Leukocytosis,20.0,Major
Norfloxacin,Diltiazem,Jaundice,10.0,Major
zolpidem,ioversol,Tachycardia,10.0,Major
irinotecan,Diltiazem,Anaemia,10.0,Major
tocilizumab,Cefazolin,Pancytopenia,10.0,Major
Doxycycline,Azathioprine,Anaemia,1.42857,Minor
Budesonide,Ritonavir,Anaemia,2.0,Moderate
rivaroxaban,Sodium Oxybate,Anaemia,3.33333,Moderate
Escitalopram,Nitroglycerin,Anaemia,4.44444,Moderate
Vitamin B 12,exenatide,Anaemia,4.28571,Moderate
tofacitinib,Ondansetron,Anaemia,3.33333,Moderate
cinacalcet,eculizumab,Thrombocytopenia,10.0,Major
Furosemide,Roxithromycin,Anaemia,1.11111,Minor
Oxazepam,zopiclone,Anaemia,1.41026,Minor
Cyclosporine,Sodium Chloride,Anaemia,6.25,Major
Estradiol,Albuterol,Iron deficiency anaemia,1.11111,Minor
Guaifenesin,Bisacodyl,Anaemia,15.0,Major
topiramate,Nifedipine,Anaemia,5.55556,Major
Spironolactone,Leuprolide,Anaemia,2.72727,Moderate
desloratadine,Atenolol,Anaemia,4.66667,Moderate
Sulbactam,Ethambutol,Anaemia,10.0,Major
Valproate,Bromazepam,Anaemia,1.73913,Minor
venlafaxine,dexlansoprazole,Anaemia,1.11111,Minor
Dexamethasone,Propofol,Anaemia,1.5493,Minor
varenicline,levothyroxine,Anaemia,0.253623,Minor
Spironolactone,Indapamide,Anaemia,4.54545,Moderate
Linseed Oil,levothyroxine,Anaemia,2.6087,Moderate
Tramadol,brinzolamide,Anaemia,10.0,Major
Acebutolol,Digoxin,Anaemia,12.5,Major
Oxycodone,loxoprofen,Iron deficiency anaemia,3.33333,Moderate
Sulindac,Dicyclomine,Anaemia,3.33333,Moderate
pregabalin,celecoxib,Iron deficiency anaemia,1.25,Minor
pantoprazole,golimumab,Anaemia,0.909091,Minor
Sodium Bicarbonate,Doxercalciferol,Anaemia,10.0,Major
rilmenidine,Naproxen,Neutropenia,20.0,Major
fexofenadine,Saw palmetto extract,Atrial fibrillation,5.0,Major
Loratadine,Glucosamine,Anaemia,1.25,Minor
Magnesium Chloride,Buprenorphine,Anaemia,3.33333,Moderate
Activated Charcoal,Benzbromarone,Dyspnoea,1.66667,Minor
Vitamin B 12,Sodium Fluoride,Anaemia,10.0,Major
Famotidine,bicalutamide,Anaemia,21.6667,Major
Bifidobacterium lactis,telmisartan,Anaemia,5.0,Major
potassium citrate,Valproate,Dyspnoea,0.666667,Minor
Tacrolimus,Mupirocin,Anaemia,13.3333,Major
valacyclovir,quetiapine,Anaemia,1.66667,Minor
pegfilgrastim,Paclitaxel,Iron deficiency anaemia,2.5,Moderate
Alfacalcidol,Nifedipine,Anaemia,2.63158,Moderate
Menthol,Loperamide,Anaemia,3.33333,Moderate
Folic Acid,valdecoxib,Anaemia,1.36364,Minor
Calcium Carbonate,Baclofen,Anaemia,1.93548,Minor
Hydrochlorothiazide,Etanercept,Pernicious anaemia,10.0,Major
Fluoxetine,pioglitazone,Anaemia,3.52941,Moderate
abatacept,Omeprazole,Anaemia,1.90476,Minor
"insulin, isophane",Levofloxacin,Anaemia,14.375,Major
Lorazepam,vitamin D3,Anaemia,4.28571,Moderate
Clonidine,dalfampridine,Bradycardia,10.0,Major
Levonorgestrel,Escitalopram,Anaemia,0.37037,Minor
Sulfasalazine,Alfacalcidol,Anaemia,2.14286,Moderate
Solifenacin,adalimumab,Anaemia,1.17647,Minor
topiramate,Ethosuximide,Dizziness,3.33333,Moderate
mesalamine,Hydroxychloroquine,Anaemia,1.11111,Minor
Calcium,azelastine,Anaemia,7.0,Major
Ibuprofen,dalfampridine,Anaemia,0.97561,Minor
Diphenhydramine,iopromide,Anaemia,1.66667,Minor
meropenem,pamidronate,Anaemia,15.0,Major
aripiprazole,Somatropin,Dizziness,1.66667,Minor
fluticasone,Interferon beta-1a,Anaemia,1.72414,Minor
Nitrous Oxide,Isoflurane,Anaemia,0.833333,Minor
Buprenorphine,Cyproheptadine,Bradycardia,10.0,Major
tenofovir disoproxil,Itraconazole,Anaemia,17.5,Major
Doxycycline,sevelamer,Anaemia,3.33333,Moderate
pantoprazole,Perflutren,Atrial fibrillation,10.0,Major
